Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Genome representation (RefSeq)
UP000322873	Monilinia fructicola (Brown rot fungus) (Ciboria fructicola) (Strain: Mfrc123)	38448	13749	C:80.6%[S:74.1%,D:6.5%],F:4.7%,M:14.7%,n:5177	Standard	full
UP000290572	Labeo rohita (Indian major carp) (Cyprinus rohita)	84645	32379	C:72.4%[S:50.2%,D:22.2%],F:7.8%,M:19.8%,n:3640	Standard	full
UP000272442	Aspergillus sp. HF37 (Strain: HF37)	1960876	8895	C:85.3%[S:85%,D:0.3%],F:4.6%,M:10.1%,n:4191	Close to standard (low value)	full
UP000006727	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens) (Strain: cv. Gransden 2004)	3218	47782	C:88.8%[S:0.6%,D:88.2%],F:1.4%,M:9.9%,n:1614	Unknown	full
UP000053617	Rhinocladiella mackenziei CBS 650.93 (Strain: CBS 650.93)	1442369	11378	C:95.8%[S:95.5%,D:0.3%],F:0.9%,M:3.3%,n:6265	Standard	full
UP000076154	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus) (Strain: 51987-8)	39966	16572	C:98.7%[S:97.8%,D:0.9%],F:0.4%,M:1%,n:3870	Standard	full
UP000524451	Cettia cetti	68486	14828	C:70.1%[S:69.9%,D:0.2%],F:7.7%,M:22.1%,n:10844	Outlier (high value)	full
UP000008983	Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich) (Strain: G5)	857967	8049	C:82.5%[S:77.2%,D:5.3%],F:5.3%,M:12.3%,n:171	Unknown	full
UP000570547	Pachycephala philippinensis (yellow-belllied whistler)	449367	13318	C:71.7%[S:71.5%,D:0.2%],F:5.6%,M:22.7%,n:10844	Close to standard (low value)	full
UP000030755	Rozella allomycis (strain CSF55) (Strain: CSF55)	988480	6337	C:62.7%[S:62.5%,D:0.1%],F:6.5%,M:30.9%,n:758	Unknown	full
UP000009027	Trypanosoma vivax (strain Y486) (Strain: Y486)	1055687	3778	C:9.2%[S:8.5%,D:0.8%],F:2.3%,M:88.5%,n:130	Close to standard (low value)	full
UP000184267	Trametes pubescens (White-rot fungus) (Strain: FBCC735)	154538	14147	C:90.2%[S:89.9%,D:0.3%],F:6.4%,M:3.4%,n:4464	Standard	full
UP000288739	Ensete ventricosum (Abyssinian banana) (Musa ensete) (Strain: cv. Bedadit)	4639	58382	C:22.6%[S:20.6%,D:2%],F:17.1%,M:60.3%,n:3236	Outlier (high value)	full
UP000321393	Cucumis melo var. makuwa (Strain: cv. SW 3)	1194695	37791	C:79.9%[S:78%,D:1.8%],F:6%,M:14.1%,n:2326	Standard	full
UP000002258	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis) (Strain: ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545)	322104	5797	C:98.1%[S:98%,D:0%],F:0.7%,M:1.2%,n:2137	Close to standard (low value)	full
UP000029284	Pseudogymnoascus sp. VKM F-4518 (FW-2643) (Strain: VKM F-4518 (FW-2643))	1420913	11618	C:91%[S:90.7%,D:0.3%],F:2.1%,M:6.9%,n:3234	Standard	full
UP000242450	Cervus elaphus hippelaphus (European red deer)	46360	19236	C:42.5%[S:42.3%,D:0.2%],F:11%,M:46.5%,n:13335	Standard	full
UP000094801	[Candida] arabinofermentans NRRL YB-2248 (Strain: NRRL YB-2248)	983967	5827	C:96.4%[S:96.2%,D:0.1%],F:1.9%,M:1.8%,n:2137	Standard	full
UP000224567	Capsicum baccatum (Peruvian pepper) (Strain: cv. PBC81)	33114	35641	C:87.9%[S:85.5%,D:2.4%],F:2.6%,M:9.5%,n:5950	Standard	full
UP000029120	Arabis alpina (Alpine rock-cress) (Strain: cv. Pajares)	50452	23245	C:85.1%[S:78.7%,D:6.4%],F:2%,M:12.9%,n:4596	Standard	full
UP000593575	Gossypium armourianum	34283	25364	C:47.2%[S:43.6%,D:3.7%],F:12.6%,M:40.2%,n:2326	Standard	full
UP000002866	Tetrapisispora blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7) (Yeast) (Kluyveromyces blattae) (Strain: ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7)	1071380	5385	C:97.8%[S:95.1%,D:2.8%],F:0.3%,M:1.8%,n:2137	Standard	full
UP000077684	Tilletia controversa (dwarf bunt fungus) (Strain: DAOM 236426)	13291	9854	C:93.1%[S:92.4%,D:0.7%],F:2.8%,M:4.1%,n:1764	Unknown	full
UP000054270	Hypholoma sublateritium (strain FD-334 SS-4) (Strain: FD-334 SS-4)	945553	17638	C:98.3%[S:97.4%,D:0.9%],F:0.9%,M:0.8%,n:3870	Standard	full
UP000053477	Schizopora paradoxa (Strain: KUC8140)	27342	17051	C:98.2%[S:97.1%,D:1.1%],F:0.6%,M:1.2%,n:2898	Close to standard (high value)	full
UP000007015	Oryza sativa subsp. indica (Rice) (Strain: cv. 93-11)	39946	37383	C:93.4%[S:90.7%,D:2.8%],F:2.4%,M:4.2%,n:4896	Outlier (high value)	full
UP000518911	Atlantisia rogersi (Inaccessible Island rail)	2478892	13649	C:60.8%[S:60.6%,D:0.2%],F:12.1%,M:27%,n:8338	Standard	full
UP000193944	Anaeromyces robustus (Strain: S4)	1754192	12666	C:82.8%[S:79.8%,D:3%],F:1.7%,M:15.4%,n:758	Unknown	full
UP000245946	Tilletiopsis washingtonensis (Strain: MCA 4186)	58919	7007	C:90.7%[S:90.6%,D:0.1%],F:2.5%,M:6.8%,n:1764	Unknown	full
UP000274756	Dracunculus medinensis (Guinea worm)	318479	10868	C:78.1%[S:77.5%,D:0.6%],F:5.8%,M:16.1%,n:3131	Close to standard (low value)	full
UP000191500	Penicillium coprophilum (Strain: IBT 31321)	36646	8993	C:88%[S:87.9%,D:0.1%],F:0.1%,M:11.9%,n:4191	Close to standard (low value)	full
UP000244855	Periconia macrospinosa (Strain: DSE2036)	97972	18722	C:88.8%[S:87.9%,D:0.9%],F:1.4%,M:9.8%,n:6641	Outlier (high value)	full
UP000031056	Ordospora colligata OC4 (Strain: OC4)	1354746	1810	C:99%[S:98.3%,D:0.7%],F:0%,M:1%,n:600	Unknown	full
UP000249619	Stemphylium lycopersici (Strain: CIDEFI 213)	183478	9079	C:85.3%[S:85.1%,D:0.2%],F:1.7%,M:13%,n:6641	Close to standard (low value)	full
UP000000589	Mus musculus (Mouse) (Strain: C57BL/6J)	10090	55341	C:99.7%[S:50.8%,D:48.9%],F:0.1%,M:0.3%,n:13798	Close to standard (high value)	full
UP000053240	Papilio machaon (Old World swallowtail butterfly)	76193	15461	C:94.9%[S:93.8%,D:1.1%],F:2.8%,M:2.3%,n:5286	Outlier (high value)	full
UP000278627	Brugia pahangi (Filarial nematode worm)	6280	14545	C:91.2%[S:90%,D:1.1%],F:3.5%,M:5.3%,n:3131	Standard	full
UP000242180	Syncephalastrum racemosum (Filamentous fungus) (Strain: NRRL 2496)	13706	11037	C:97.2%[S:96.6%,D:0.6%],F:2%,M:0.9%,n:2449	Unknown	full
UP000002311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) (Strain: ATCC 204508 / S288c)	559292	6050	C:99.6%[S:97.4%,D:2.2%],F:0.1%,M:0.3%,n:2137	Outlier (high value)	full
UP000053815	Mucor ambiguus (Strain: NBRC 6742)	91626	11311	C:97.7%[S:97.5%,D:0.2%],F:1.1%,M:1.3%,n:2449	Unknown	full
UP000245341	Leptonychotes weddellii (Weddell seal) (Otaria weddellii)	9713	34224	C:84.8%[S:53.8%,D:31%],F:9.4%,M:5.9%,n:14502	Standard	full
UP000245699	Furculomyces boomerangus (Strain: AUS-77-4)	61424	6645	C:70.7%[S:59.1%,D:11.6%],F:4.9%,M:24.4%,n:758	Unknown	full
UP000274922	Caulochytrium protostelioides (Strain: ATCC 52028)	1555241	6161	C:67.7%[S:67.2%,D:0.5%],F:8%,M:24.3%,n:758	Unknown	full
UP000242955	Hypoxylon sp. CI-4A (Strain: CI-4A)	1001833	11701	C:98.6%[S:98.5%,D:0.2%],F:0.6%,M:0.8%,n:3817	Standard	full
UP000216463	Caenorhabditis latens (Strain: PX534)	1503980	25394	C:90.3%[S:84.7%,D:5.6%],F:3%,M:6.7%,n:3131	Close to standard (high value)	full
UP000054783	Trichinella patagoniensis	990121	18337	C:66.4%[S:39.1%,D:27.2%],F:1%,M:32.6%,n:3131	Unknown	full
UP000504617	Thamnophis sirtalis	35019	22897	C:79%[S:58.1%,D:20.9%],F:7.8%,M:13.1%,n:7480	Unknown	full
UP000310189	Wallemia hederae (Strain: EXF-5753)	1540922	4107	C:80.6%[S:80.3%,D:0.3%],F:1.1%,M:18.3%,n:1764	Close to standard (low value)	full
UP000005240	Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus) (Strain: isolate 1-1 / race 1 (BBBD))	630390	11515	C:94.4%[S:31%,D:63.4%],F:1.9%,M:3.7%,n:1764	Unknown	full
UP000193467	Leucosporidium creatinivorum (Strain: 62-1032)	106004	9828	C:93.9%[S:92.8%,D:1.1%],F:1.9%,M:4.1%,n:1764	Unknown	full
UP000297229	Botrytis elliptica (Strain: Be9601)	278938	12555		Standard	full
UP000586671	Dromas ardeola	458190	13881	C:77.6%[S:77.3%,D:0.3%],F:6.6%,M:15.8%,n:8338	Standard	full
UP000322482	Dentipellis sp. KUC8613 (Strain: KUC8613)	1883078	14287	C:98.8%[S:98.4%,D:0.3%],F:0.4%,M:0.8%,n:2898	Standard	full
UP000054928	Plasmopara halstedii (Downy mildew of sunflower)	4781	15449	C:100%[S:100%,D:0%],F:0%,M:0%,n:100	Close to standard (low value)	full
UP000009192	Drosophila mojavensis (Fruit fly) (Strain: Tucson 15081-1352.22)	7230	18165	C:99.3%[S:73.3%,D:26.1%],F:0.2%,M:0.4%,n:3285	Standard	full
UP000286642	Ursus arctos horribilis	116960	35419	C:98.8%[S:54.3%,D:44.5%],F:0.4%,M:0.8%,n:14502	Standard	full
UP000504614	Galleria mellonella (Greater wax moth)	7137	18320	C:94.8%[S:71.2%,D:23.6%],F:3.2%,M:2.1%,n:5286	Outlier (high value)	full
UP000271087	Onchocerca ochengi (Filarial nematode worm)	42157	13353	C:84.2%[S:81%,D:3.2%],F:5.7%,M:10%,n:3131	Standard	full
UP000008153	Leishmania infantum (Strain: JPCM5)	5671	8045	C:100%[S:100%,D:0%],F:0%,M:0%,n:130	Standard	full
UP000001300	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica) (Strain: CLIB 122 / E 150)	284591	6454	C:95.6%[S:95.2%,D:0.5%],F:1.3%,M:3%,n:2137	Close to standard (high value)	full
UP000315783	Cordyceps javanica (Strain: IJ1G)	43265	11436	C:94.5%[S:94.3%,D:0.2%],F:1.6%,M:3.8%,n:4494	Standard	full
UP000075243	Cajanus cajan (Pigeon pea) (Cajanus indicus) (Strain: cv. Asha)	3821	47180	C:89.5%[S:86.9%,D:2.6%],F:3.9%,M:6.7%,n:5366	Close to standard (high value)	full
UP000007266	Tribolium castaneum (Red flour beetle) (Strain: Georgia GA2)	7070	18505	C:98%[S:90.1%,D:7.9%],F:0.9%,M:1.1%,n:2124	Standard	full
UP000316726	Chloropicon primus (Strain: CCMP1205)	1764295	8606	C:91.4%[S:89.6%,D:1.8%],F:0.5%,M:8%,n:1519	Unknown	full
UP000014680	Entamoeba invadens IP1 (Strain: IP1)	370355	9857	C:36.5%[S:36.1%,D:0.4%],F:8.2%,M:55.3%,n:255	Unknown	full
UP000036983	Perkinsela sp. CCAP 1560/4	1314962	4883	C:66.2%[S:64.6%,D:1.5%],F:6.2%,M:27.7%,n:130	Close to standard (low value)	full
UP000266841	Thalassiosira oceanica (Marine diatom) (Strain: CCMP1005)	159749	34431	C:90%[S:90%,D:0%],F:6%,M:4%,n:100	Unknown	
UP000515211	Arachis duranensis (Wild peanut) (Strain: cv. V14167)	130453	44786	C:97.5%[S:62.8%,D:34.6%],F:0.7%,M:1.9%,n:5366	Close to standard (high value)	full
UP000002320	Culex quinquefasciatus (Southern house mosquito) (Culex pungens) (Strain: JHB)	7176	19169	C:90.7%[S:86.7%,D:4%],F:4.2%,M:5.1%,n:3285	Outlier (high value)	full
UP000279833	Schistosoma curassoni (Strain: Dakar, Senegal)	6186	22688	C:41.5%[S:40.9%,D:0.6%],F:21.8%,M:36.7%,n:954	Unknown	full
UP000265120	Cynoglossus semilaevis (Tongue sole)	244447	32408	C:94.6%[S:62.1%,D:32.5%],F:1.9%,M:3.5%,n:3640	Standard	full
UP000230069	Aquilegia coerulea (Rocky mountain columbine) (Strain: cv. Goldsmith)	218851	37018	C:97.6%[S:56.6%,D:41%],F:1.4%,M:1%,n:1614	Outlier (high value)	full
UP000570288	Oxylabes madagascariensis (white-throated Oxylabes)	98144	8969	C:30.4%[S:30.3%,D:0.1%],F:8.2%,M:61.4%,n:10844	Outlier (low value)	full
UP000593562	Tripterygium wilfordii (Thunder God vine)	458696	27709	C:91.2%[S:75.1%,D:16.1%],F:3.7%,M:5%,n:2326	Close to standard (low value)	full
UP000010552	Pteropus alecto (Black flying fox)	9402	19521	C:81.7%[S:81.4%,D:0.3%],F:5.6%,M:12.7%,n:12234	Close to standard (low value)	full
UP000053105	Melipona quadrifasciata	166423	14253	C:87.2%[S:87%,D:0.2%],F:4.4%,M:8.4%,n:5991	Standard	full
UP000091956	Pseudogymnoascus verrucosus (Strain: UAMH 10579)	342668	10683	C:99.8%[S:99.8%,D:0.1%],F:0.2%,M:0%,n:3234	Standard	full
UP000008177	Botryotinia fuckeliana (strain T4) (Noble rot fungus) (Botrytis cinerea) (Strain: T4)	999810	16338	C:89.4%[S:89.4%,D:0%],F:2.5%,M:8.1%,n:5177	Close to standard (high value)	full
UP000277580	Morchella conica CCBAS932 (Strain: CCBAS932)	1392247	11578	C:96%[S:94.9%,D:1.1%],F:1.8%,M:2.3%,n:1706	Unknown	full
UP000504601	Peromyscus maniculatus bairdii (Prairie deer mouse)	230844	37544	C:98.8%[S:53.9%,D:44.9%],F:0.9%,M:0.3%,n:13798	Close to standard (high value)	full
UP000026961	Oryza glumipatula	40148	44731	C:95%[S:70.4%,D:24.6%],F:1.2%,M:3.7%,n:4896	Outlier (high value)	full
UP000472240	Rhinolophus ferrumequinum (Greater horseshoe bat)	59479	33504	C:97.3%[S:63.2%,D:34.1%],F:0.7%,M:2.1%,n:12234	Standard	full
UP000242254	Rhizopus microsporus ATCC 52813 (Strain: ATCC 52813)	1340429	10804	C:97.1%[S:96.8%,D:0.3%],F:2%,M:0.8%,n:2449	Unknown	full
UP000019804	Aspergillus ruber CBS 135680 (Strain: CBS 135680)	1388766	10053	C:97.2%[S:97%,D:0.2%],F:0.9%,M:1.9%,n:4191	Close to standard (low value)	full
UP000077755	Daucus carota subsp. sativus (Carrot) (Strain: cv. DH1)	79200	31771	C:84.3%[S:80.2%,D:4.1%],F:5%,M:10.7%,n:2326	Standard	full
UP000287166	Sparassis crispa	139825	13078	C:95.9%[S:94.6%,D:1.3%],F:0.9%,M:3.2%,n:4464	Standard	full
UP000001038	Oryzias latipes (Japanese rice fish) (Japanese killifish) (Strain: Hd-rR)	8090	36128	C:95.7%[S:61%,D:34.8%],F:1.1%,M:3.2%,n:3640	Close to standard (high value)	full
UP000475862	Aphis glycines (Soybean aphid)	307491	18358	C:84.5%[S:83.3%,D:1.2%],F:0.8%,M:14.7%,n:2510	Standard	full
UP000589485	Sapayoa aenigma (broad-billed sapayoa)	239371	13839	C:71.6%[S:71.4%,D:0.2%],F:5.8%,M:22.6%,n:10844	Standard	full
UP000002753	Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast) (Strain: ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889)	226230	3745	C:64.3%[S:63.3%,D:1.1%],F:2.3%,M:33.4%,n:2137	Outlier (low value)	full
UP000006591	Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea)	4536	46176	C:95.8%[S:69.2%,D:26.6%],F:0.9%,M:3.3%,n:4896	Outlier (high value)	full
UP000218334	Armillaria solidipes (Strain: 28-4)	1076256	20715	C:99%[S:98.2%,D:0.8%],F:0.5%,M:0.4%,n:3870	Close to standard (high value)	full
UP000241587	Fusarium culmorum (Strain: PV)	5516	12360	C:94.5%[S:94.4%,D:0.1%],F:0.6%,M:4.9%,n:4494	Close to standard (low value)	full
UP000005225	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	30611	19931	C:92.5%[S:89.4%,D:3.1%],F:1.8%,M:5.8%,n:13780	Close to standard (low value)	full
UP000298327	Dentipellis fragilis (Strain: DSM 105465)	205917	11715		Standard	full
UP000310689	Wallemia ichthyophaga (Strain: EXF-6200)	245174	4149	C:77.9%[S:77.7%,D:0.2%],F:2.4%,M:19.7%,n:1764	Standard	full
UP000284706	Gymnopilus dilepis (Strain: SRW20)	231916	16218	C:92.8%[S:92.2%,D:0.6%],F:2.7%,M:4.4%,n:3870	Standard	full
UP000000599	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii) (Strain: ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	284592	6284	C:99.8%[S:99.6%,D:0.2%],F:0%,M:0.2%,n:2137	Standard	full
UP000573818	Sylvia atricapilla (blackcap)	48155	13252	C:74.9%[S:74.7%,D:0.2%],F:5.1%,M:19.9%,n:10844	Standard	full
UP000315295	Malus baccata (Siberian crab apple) (Pyrus baccata) (Strain: cv. Shandingzi)	106549	45510	C:88%[S:60.5%,D:27.5%],F:4%,M:8%,n:2326	Close to standard (high value)	full
UP000504631	Bombus vosnesenskii	207650	19375	C:99.3%[S:50.4%,D:48.9%],F:0.2%,M:0.6%,n:5991	Close to standard (high value)	full
UP000019373	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus) (Strain: Z07020 / HMAS-L-300199)	1263415	9228	C:88.8%[S:88.5%,D:0.3%],F:2.6%,M:8.6%,n:3546	Close to standard (low value)	full
UP000036403	Lasius niger (Black garden ant)	67767	18044	C:64.1%[S:63.5%,D:0.6%],F:18.1%,M:17.8%,n:5991	Close to standard (high value)	full
UP000078595	Kwoniella dejecticola CBS 10117 (Strain: CBS 10117)	1296121	8600	C:99.2%[S:99.1%,D:0.1%],F:0.5%,M:0.3%,n:4284	Outlier (high value)	full
UP000284842	Panaeolus cyanescens (Strain: 2629)	181874	13419	C:94.1%[S:93.8%,D:0.3%],F:1.9%,M:4%,n:3870	Standard	full
UP000015464	Schizosaccharomyces cryophilus (strain OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691) (Fission yeast) (Strain: OY26 / ATCC MYA-4695 / CBS 11777 / NBRC 106824 / NRRL Y48691)	653667	5150	C:82.2%[S:79.5%,D:2.7%],F:1.9%,M:15.9%,n:1706	Unknown	full
UP000078560	Plasmodium ovale curtisi	864141	8608	C:85%[S:83%,D:2%],F:3.6%,M:11.4%,n:3642	Outlier (high value)	full
UP000000689	Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639) (Saccharomyces dairenensis) (Strain: ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639)	1071378	5523	C:99.3%[S:97.1%,D:2.2%],F:0.3%,M:0.4%,n:2137	Close to standard (high value)	full
UP000054359	Stegodyphus mimosarum (African social velvet spider)	407821	27009	C:88.4%[S:85.1%,D:3.2%],F:7.9%,M:3.7%,n:2934	Unknown	full
UP000011116	Hordeum vulgare subsp. vulgare (Domesticated barley) (Strain: cv. Morex)	112509	189799	C:88.1%[S:18.9%,D:69.2%],F:2.2%,M:9.7%,n:4896	Outlier (high value)	full
UP000323000	Acer yangbiense (Strain: cv. Malutang)	1000413	28112	C:92.5%[S:88.6%,D:3.9%],F:1.8%,M:5.7%,n:2326	Standard	full
UP000574691	Burhinus bistriatus	240201	13960	C:76.8%[S:76.5%,D:0.3%],F:6.4%,M:16.8%,n:8338	Standard	full
UP000095023	Tortispora caseinolytica NRRL Y-17796 (Strain: NRRL Y-17796)	767744	4657	C:83.1%[S:82.8%,D:0.3%],F:5.3%,M:11.7%,n:2137	Close to standard (low value)	full
UP000054988	Moniliophthora roreri (Strain: MCA 2952)	221103	19789	C:91.5%[S:90.2%,D:1.3%],F:2.6%,M:5.9%,n:3870	Close to standard (high value)	full
UP000075809	Trachymyrmex zeteki	64791	14302	C:89.5%[S:89.4%,D:0.1%],F:2.5%,M:8%,n:5991	Standard	full
UP000184300	Aspergillus glaucus CBS 516.65 (Strain: CBS 516.65)	1160497	11245	C:97.8%[S:97.3%,D:0.5%],F:0.7%,M:1.5%,n:4191	Standard	full
UP000245609	Smittium megazygosporum (Strain: SC-DP-2)	133381	6835	C:60.8%[S:53.4%,D:7.4%],F:7%,M:32.2%,n:758	Unknown	full
UP000035642	Angiostrongylus cantonensis (Rat lungworm)	6313	14506	C:68.2%[S:67.5%,D:0.7%],F:10.2%,M:21.6%,n:3131	Standard	full
UP000054776	Trichinella spiralis (Trichina worm)	6334	18572	C:68.5%[S:37.7%,D:30.8%],F:0.7%,M:30.8%,n:3131	Unknown	full
UP000192257	Trypanosoma theileri	67003	11236	C:99.2%[S:99.2%,D:0%],F:0.8%,M:0%,n:130	Close to standard (high value)	full
UP000288168	Fusarium sp. AF-8 (Strain: NRRL62584)	1325734	16262	C:98.4%[S:97.9%,D:0.5%],F:0.8%,M:0.8%,n:4494	Standard	full
UP000002149	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans) (Strain: JEC21 / ATCC MYA-565)	214684	6743	C:99.5%[S:96.3%,D:3.2%],F:0.2%,M:0.3%,n:4284	Close to standard (low value)	full
UP000000709	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1) (Strain: NRRL Y-27907 / 11-Y1)	619300	5973	C:95.3%[S:95.1%,D:0.2%],F:3.9%,M:0.8%,n:2137	Standard	full
UP000007431	Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus) (Strain: H4-8 / FGSC 9210)	578458	13128	C:91.9%[S:90.8%,D:1.1%],F:4%,M:4.2%,n:3870	Standard	full
UP000006968	Saccharomyces arboricola (strain H-6 / AS 2.3317 / CBS 10644) (Yeast) (Strain: H-6 / AS 2.3317 / CBS 10644)	1160507	3653	C:74.7%[S:73.7%,D:1.1%],F:0.2%,M:25%,n:2137	Outlier (low value)	full
UP000034805	Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)	113540	24200	C:80.6%[S:77.6%,D:3%],F:8.4%,M:11%,n:3640	Close to standard (low value)	full
UP000504626	Acinonyx jubatus (Cheetah)	32536	45316	C:99.4%[S:43.4%,D:55.9%],F:0.2%,M:0.5%,n:14502	Close to standard (high value)	full
UP000269396	Schistosoma mattheei (Strain: Denwood, Zambia)	31246	22244	C:40.3%[S:39.8%,D:0.4%],F:22.9%,M:36.9%,n:954	Unknown	full
UP000008984	Hypocrea jecorina (strain QM6a) (Trichoderma reesei) (Strain: QM6a)	431241	9114	C:97.2%[S:97.1%,D:0.1%],F:1.1%,M:1.7%,n:4494	Close to standard (low value)	full
UP000005666	Tetrapisispora phaffii (strain ATCC 24235 / CBS 4417 / NBRC 1672 / NRRL Y-8282 / UCD 70-5) (Yeast) (Fabospora phaffii) (Strain: ATCC 24235 / CBS 4417 / NBRC 1672 / NRRL Y-8282 / UCD 70-5)	1071381	5238	C:99.5%[S:97.1%,D:2.5%],F:0.2%,M:0.3%,n:2137	Standard	full
UP000005426	Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) (Trichoderma atroviride) (Strain: ATCC 20476 / IMI 206040)	452589	11815	C:97.9%[S:97.6%,D:0.2%],F:1.3%,M:0.9%,n:4494	Standard	full
UP000553632	Perkinsus olseni (Perkinsus atlanticus)	32597	33890	C:65.5%[S:43.9%,D:21.6%],F:21.6%,M:12.9%,n:171	Unknown	full
UP000030763	Eimeria maxima (Coccidian parasite) (Strain: Weybridge)	5804	6057	C:79.5%[S:78.9%,D:0.6%],F:9%,M:11.6%,n:502	Standard	full
UP000278417	Endogone sp. FLAS-F59071 (Strain: FLAS-F59071)	2340872	9431	C:59.2%[S:56.5%,D:2.7%],F:7.1%,M:33.8%,n:1614	Unknown	full
UP000265160	Maylandia zebra (zebra mbuna)	106582	37295	C:97.1%[S:72%,D:25.1%],F:1.1%,M:1.8%,n:3640	Close to standard (high value)	full
UP000257160	Amphiprion ocellaris (Clown anemonefish)	80972	31745	C:95.4%[S:73.6%,D:21.8%],F:2.3%,M:2.3%,n:3640	Standard	full
UP000572325	Sterrhoptilus dennistouni	2585820	13232	C:71.4%[S:71.2%,D:0.2%],F:5.2%,M:23.4%,n:10844	Standard	full
UP000571582	Alaudala cheleensis (Asian short-toed lark)	670337	14234	C:72.3%[S:71.8%,D:0.5%],F:6.1%,M:21.7%,n:10844	Close to standard (high value)	full
UP000185944	Nematocida displodere (Strain: JUm2807)	1805483	2241	C:99.5%[S:98.5%,D:1%],F:0.5%,M:0%,n:600	Unknown	full
UP000029964	Acremonium chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Strain: ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137)	857340	8899	C:96.4%[S:96.2%,D:0.2%],F:0.6%,M:3%,n:4494	Close to standard (low value)	full
UP000002872	Nematocida parisii (strain ERTm3) (Nematode killer fungus) (Strain: ERTm3)	935791	2724	C:95%[S:94.8%,D:0.2%],F:2.8%,M:2.2%,n:600	Unknown	full
UP000275480	Aspergillus flavus (Strain: CA14)	5059	12846	C:99.4%[S:99%,D:0.4%],F:0.2%,M:0.4%,n:4191	Close to standard (high value)	full
UP000472271	Sphaeramia orbicularis (orbiculate cardinalfish)	375764	57747	C:94.3%[S:52%,D:42.4%],F:1.6%,M:4.1%,n:3640	Outlier (high value)	full
UP000308549	Hortaea thailandica (Strain: CCFEE 6315)	706561	8771	C:96.4%[S:96.3%,D:0.1%],F:0.7%,M:2.9%,n:3786	Close to standard (low value)	full
UP000000591	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii) (Strain: ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056)	284811	4760	C:99.5%[S:99.4%,D:0%],F:0.1%,M:0.4%,n:2137	Outlier (low value)	full
UP000593577	Gossypium aridum (American cotton)	34290	29484	C:43.7%[S:40.3%,D:3.4%],F:13.6%,M:42.6%,n:2326	Standard	full
UP000053820	Hydnomerulius pinastri MD-312 (Strain: MD-312)	994086	7783	C:42.3%[S:41.1%,D:1.2%],F:0.6%,M:57.2%,n:4878	Close to standard (low value)	full
UP000027002	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens) (Strain: UV-8b)	1159556	8421	C:90.4%[S:90.4%,D:0.1%],F:3.7%,M:5.8%,n:4494	Close to standard (low value)	full
UP000242188	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis) (Strain: PY_sf001)	6573	22409	C:88.9%[S:88.2%,D:0.6%],F:1.5%,M:9.6%,n:5295	Unknown	full
UP000070121	Colletotrichum salicis (Strain: CBS 607.94)	1209931	13783	C:97.7%[S:97.7%,D:0%],F:1.3%,M:1%,n:6841	Standard	full
